"ids" "gender" "prestige" "research_type" "subject"
14177 NA "low prestige" "quantitative" 20
14178 NA "low prestige" "qualitative" 16
14179 1 "low prestige" "qualitative" 1
14180 1 "low prestige" "quantitative" 9
14181 NA "low prestige" "mixed" 7
14182 NA "low prestige" "quantitative" 1
14183 NA "low prestige" "quantitative" 10
14184 NA "low prestige" "quantitative" 6
14185 1 "low prestige" "quantitative" 21
14186 0 "low prestige" "qualitative" 10
14187 NA "low prestige" "quantitative" 14
14188 0 "low prestige" "quantitative" 21
14189 NA "low prestige" "quantitative" 4
14190 0 "low prestige" "quantitative" 6
14191 1 "low prestige" "quantitative" 21
14192 0 "low prestige" "quantitative" 21
14193 1 "low prestige" "quantitative" 2
14194 0 "low prestige" "quantitative" 19
14195 1 "low prestige" "quantitative" 18
14196 1 "low prestige" "mixed" 8
14197 NA "low prestige" "quantitative" 15
14198 0 "low prestige" "quantitative" 21
14199 0 "low prestige" "mixed" 3
14200 1 "low prestige" "qualitative" 21
14201 0 "low prestige" "qualitative" 8
14202 1 "low prestige" "mixed" 21
14203 1 "low prestige" "qualitative" 19
14204 0 "low prestige" "qualitative" 14
14205 0 "low prestige" "quantitative" 3
14206 0 "low prestige" "qualitative" 21
14207 1 "low prestige" "quantitative" 14
14208 1 "low prestige" "qualitative" 24
14209 1 "low prestige" "quantitative" 21
14210 0 "low prestige" "mixed" 21
14211 0 "low prestige" "quantitative" 21
14212 1 "low prestige" "quantitative" 24
14213 0 "low prestige" "quantitative" 21
14214 1 "low prestige" "mixed" 8
14215 0 "low prestige" "quantitative" 6
14216 1 "low prestige" "quantitative" 24
14217 1 "low prestige" "qualitative" 5
14218 0 "low prestige" "qualitative" 17
14219 0 "low prestige" "quantitative" 28
14220 0 "low prestige" "quantitative" 20
14221 0 "low prestige" "quantitative" 21
14222 NA "low prestige" "qualitative" 4
14223 NA "low prestige" "qualitative" 19
14224 1 "low prestige" "quantitative" 21
14225 1 "low prestige" "qualitative" 21
14226 0 "low prestige" "quantitative" 20
14227 NA "low prestige" "quantitative" 20
14228 NA "low prestige" "qualitative" 26
14229 1 "low prestige" "quantitative" 21
14230 0 "low prestige" "qualitative" 1
14231 0 "low prestige" "quantitative" 17
14232 1 "low prestige" "qualitative" 20
14233 0 "low prestige" "qualitative" 11
14234 0 "low prestige" "qualitative" 21
14235 0 "low prestige" "quantitative" 19
14236 1 "low prestige" "quantitative" 1
14237 1 "low prestige" "qualitative" 6
14238 1 "low prestige" "qualitative" 21
14239 0 "low prestige" "quantitative" 1
14240 NA "low prestige" "qualitative" 21
14241 0 "low prestige" "qualitative" 19
14242 NA "low prestige" "mixed" 21
14243 NA "low prestige" "quantitative" 21
14244 NA "low prestige" "quantitative" 6
14245 NA "low prestige" "quantitative" 19
14246 0 "low prestige" "quantitative" 1
14247 0 "low prestige" "quantitative" 21
14248 1 "high prestige" "qualitative" 26
14249 NA "low prestige" "qualitative" 14
14250 NA "low prestige" "quantitative" 19
14251 0 "low prestige" "quantitative" 21
14252 1 "low prestige" "qualitative" 14
14253 NA "low prestige" "qualitative" 21
14254 NA "low prestige" "qualitative" 5
14255 NA "low prestige" "qualitative" 5
14256 0 "low prestige" "quantitative" 24
14257 0 "low prestige" "mixed" 21
14258 0 "low prestige" "quantitative" 3
14259 0 "low prestige" "quantitative" 21
14260 NA "low prestige" "qualitative" 21
14261 0 "low prestige" "qualitative" 7
14262 1 "low prestige" "qualitative" 23
14263 NA "low prestige" "quantitative" 21
14264 NA "low prestige" "mixed" 15
14265 0 "low prestige" "qualitative" 19
14266 1 "low prestige" "qualitative" 21
14267 0 "low prestige" "qualitative" 16
14268 1 "low prestige" "quantitative" 6
14269 NA "low prestige" "qualitative" 22
14270 NA "low prestige" "mixed" 10
14271 NA "low prestige" "quantitative" 24
14272 0 "low prestige" "quantitative" 8
14273 0 "low prestige" "quantitative" 18
14274 NA "low prestige" "quantitative" 21
14275 1 "low prestige" "mixed" 6
14276 NA "low prestige" "quantitative" 20
14277 NA "low prestige" "qualitative" 5
14278 0 "low prestige" "quantitative" 21
14279 0 "low prestige" "quantitative" 24
14280 1 "low prestige" "quantitative" 19
14281 1 "low prestige" "qualitative" 26
14282 NA "low prestige" "quantitative" 6
14283 1 "low prestige" "qualitative" 24
14284 NA "high prestige" "quantitative" 21
14285 0 "low prestige" "qualitative" 21
14286 0 "low prestige" "qualitative" 21
14287 0 "low prestige" "quantitative" 19
14288 1 "low prestige" "qualitative" 6
14289 0 "low prestige" "quantitative" 21
14290 1 "low prestige" "qualitative" 6
14291 NA "high prestige" "quantitative" 21
14292 0 "low prestige" "quantitative" 21
14293 NA "low prestige" "qualitative" 6
14294 0 "low prestige" "quantitative" 19
14295 0 "low prestige" "quantitative" 21
14296 NA "low prestige" "quantitative" 21
14297 NA "low prestige" "quantitative" 19
14298 0 "low prestige" "qualitative" 19
14299 1 "low prestige" "quantitative" 20
14300 0 "low prestige" "qualitative" 4
14301 0 "low prestige" "qualitative" 21
14302 NA "low prestige" "mixed" 23
14303 0 "low prestige" "quantitative" 19
14304 0 "low prestige" "quantitative" 8
14305 1 "low prestige" "mixed" 6
14306 1 "low prestige" "qualitative" 22
14307 0 "low prestige" "quantitative" 21
14308 0 "low prestige" "quantitative" 3
14309 NA "low prestige" "qualitative" 14
14310 1 "low prestige" "qualitative" 14
14311 0 "low prestige" "quantitative" 21
14312 1 "low prestige" "quantitative" 7
14313 1 "low prestige" "quantitative" 20
14314 1 "low prestige" "quantitative" 18
14315 0 "low prestige" "quantitative" 6
14316 NA "low prestige" "qualitative" 21
14317 0 "low prestige" "quantitative" 21
14318 1 "low prestige" "quantitative" 7
14319 0 "low prestige" "quantitative" 21
14320 NA "low prestige" "quantitative" 1
14321 0 "low prestige" "qualitative" 6
14322 1 "low prestige" "quantitative" 24
14323 NA "low prestige" "quantitative" 20
14324 0 "low prestige" "qualitative" 28
14325 1 "low prestige" "quantitative" 21
14326 NA "low prestige" "quantitative" 20
14327 NA "low prestige" "quantitative" 18
14328 0 "high prestige" "mixed" 15
14329 NA "low prestige" "quantitative" 6
14330 0 "low prestige" "quantitative" 21
14331 1 "low prestige" "quantitative" 3
14332 0 "low prestige" "mixed" 21
14333 NA "low prestige" "quantitative" 21
14334 0 "low prestige" "qualitative" 20
14335 1 "low prestige" "qualitative" 21
14336 1 "low prestige" "quantitative" 10
14337 0 "low prestige" "qualitative" 20
14338 1 "low prestige" "quantitative" 26
14339 0 "low prestige" "quantitative" 24
14340 0 "low prestige" "quantitative" 20
14341 NA "low prestige" "quantitative" 21
14342 1 "low prestige" "qualitative" 6
14343 1 "high prestige" "quantitative" 21
14344 NA "low prestige" "quantitative" 21
14345 0 "low prestige" "quantitative" 3
14346 1 "low prestige" "quantitative" 21
14347 NA "low prestige" "quantitative" 4
14348 NA "low prestige" "quantitative" 21
14349 NA "low prestige" "mixed" 21
14350 0 "low prestige" "mixed" 21
14351 0 "low prestige" "quantitative" 1
14352 NA "low prestige" "quantitative" 21
14353 NA "low prestige" "quantitative" 19
14354 1 "low prestige" "quantitative" 20
14355 NA "low prestige" "qualitative" 22
14356 1 "low prestige" "quantitative" 3
14357 1 "low prestige" "qualitative" 20
14358 NA "low prestige" "quantitative" 7
14359 1 "high prestige" "quantitative" 15
14360 0 "low prestige" "quantitative" 10
14361 1 "low prestige" "quantitative" 14
14362 1 "high prestige" "mixed" 2
14363 NA "low prestige" "quantitative" 20
14364 0 "low prestige" "qualitative" 21
14365 NA "low prestige" "qualitative" 13
14366 NA "low prestige" "quantitative" 20
14367 NA "low prestige" "mixed" 21
14368 NA "low prestige" "quantitative" 21
14369 0 "low prestige" "quantitative" 7
14370 NA "low prestige" "quantitative" 20
14371 NA "low prestige" "qualitative" 10
14372 1 "low prestige" "quantitative" 20
14373 NA "low prestige" "quantitative" 2
14374 NA "low prestige" "quantitative" 20
14375 1 "low prestige" "quantitative" 21
14376 1 "low prestige" "qualitative" 15
14377 NA "low prestige" "quantitative" 21
14378 NA "low prestige" "qualitative" 24
14379 0 "low prestige" "quantitative" 21
14380 1 "low prestige" "quantitative" 20
14381 0 "high prestige" "quantitative" 16
14382 1 "low prestige" "quantitative" 24
14383 1 "low prestige" "quantitative" 19
14384 1 "low prestige" "qualitative" 26
14385 0 "low prestige" "quantitative" 21
14386 NA "low prestige" "quantitative" 19
14387 1 "low prestige" "quantitative" 21
14388 0 "high prestige" "qualitative" 19
14389 NA "low prestige" "qualitative" 21
14390 NA "low prestige" "mixed" 21
14391 NA "low prestige" "qualitative" 19
14392 1 "low prestige" "qualitative" 21
14393 0 "low prestige" "quantitative" 24
14394 NA "low prestige" "quantitative" 16
14395 1 "low prestige" "quantitative" 21
14396 0 "low prestige" "quantitative" 21
14397 0 "low prestige" "qualitative" 20
14398 0 "low prestige" "quantitative" 21
14399 1 "low prestige" "qualitative" 2
14400 1 "low prestige" "qualitative" 3
14401 0 "high prestige" "quantitative" 19
14402 NA "low prestige" "qualitative" 20
14403 1 "low prestige" "qualitative" 21
14404 0 "low prestige" "quantitative" 10
14405 1 "low prestige" "quantitative" 21
14406 NA "low prestige" "quantitative" 24
14407 1 "low prestige" "quantitative" 21
14408 1 "low prestige" "qualitative" 13
14409 1 "low prestige" "quantitative" 21
14410 NA "low prestige" "qualitative" 1
14411 1 "low prestige" "quantitative" 21
14412 NA "low prestige" "quantitative" 20
14413 1 "low prestige" "qualitative" 21
14414 1 "low prestige" "quantitative" 26
14415 0 "low prestige" "quantitative" 21
14416 NA "low prestige" "quantitative" 21
14417 0 "low prestige" "quantitative" 21
14418 0 "low prestige" "quantitative" 29
14419 0 "low prestige" "quantitative" 19
14420 1 "low prestige" "qualitative" 7
14421 0 "low prestige" "quantitative" 21
14422 0 "low prestige" "quantitative" 20
14423 1 "low prestige" "quantitative" 11
14424 NA "high prestige" "qualitative" 8
14425 0 "low prestige" "quantitative" 6
14426 NA "low prestige" "quantitative" 21
14427 0 "low prestige" "quantitative" 14
14428 0 "low prestige" "quantitative" 19
14429 NA "low prestige" "quantitative" 19
14430 1 "low prestige" "quantitative" 4
14431 1 "low prestige" "qualitative" 13
14432 NA "low prestige" "qualitative" 21
14433 NA "low prestige" "qualitative" 29
14434 1 "low prestige" "quantitative" 9
14435 0 "low prestige" "quantitative" 21
14436 1 "low prestige" "quantitative" 13
14437 0 "low prestige" "quantitative" 13
14438 1 "low prestige" "quantitative" 6
14439 0 "low prestige" "qualitative" 21
14440 NA "low prestige" "quantitative" 20
14441 1 "low prestige" "quantitative" 16
14442 1 "high prestige" "quantitative" 19
14443 0 "low prestige" "qualitative" 29
14444 1 "low prestige" "mixed" 19
14445 NA "high prestige" "quantitative" 27
14446 NA "low prestige" "qualitative" 21
14447 1 "low prestige" "quantitative" 12
14448 1 "high prestige" "mixed" 16
14449 0 "low prestige" "quantitative" 21
14450 1 "low prestige" "qualitative" 7
14451 1 "low prestige" "quantitative" 19
14452 0 "low prestige" "quantitative" 21
14453 0 "low prestige" "mixed" 19
14454 1 "low prestige" "qualitative" 6
14455 1 "low prestige" "quantitative" 8
14456 NA "low prestige" "qualitative" 24
14457 NA "low prestige" "quantitative" 21
14458 0 "low prestige" "quantitative" 3
14459 1 "low prestige" "qualitative" 9
14460 1 "low prestige" "qualitative" 21
14461 NA "low prestige" "qualitative" 29
14462 0 "low prestige" "quantitative" 14
14463 0 "low prestige" "quantitative" 20
14464 0 "low prestige" "qualitative" 13
14465 0 "low prestige" "qualitative" 21
14466 0 "low prestige" "qualitative" 16
14467 1 "low prestige" "qualitative" 8
14468 1 "low prestige" "qualitative" 14
14469 NA "low prestige" "qualitative" 24
14470 1 "low prestige" "qualitative" 2
14471 0 "low prestige" "quantitative" 21
14472 0 "low prestige" "quantitative" 29
14473 0 "low prestige" "quantitative" 24
14474 1 "low prestige" "quantitative" 24
14475 0 "low prestige" "quantitative" 19
14476 NA "low prestige" "qualitative" 21
14477 NA "low prestige" "qualitative" 19
14478 NA "low prestige" "quantitative" 3
14479 NA "low prestige" "quantitative" 14
14480 1 "low prestige" "qualitative" 21
14481 NA "low prestige" "quantitative" 20
14482 1 "low prestige" "qualitative" 21
14483 NA "low prestige" "quantitative" 20
14484 1 "low prestige" "qualitative" 9
14485 0 "low prestige" "quantitative" 21
14486 0 "high prestige" "quantitative" 1
14487 0 "low prestige" "quantitative" 21
14488 0 "low prestige" "quantitative" 6
14489 NA "low prestige" "quantitative" 4
14490 0 "low prestige" "quantitative" 21
14491 1 "low prestige" "quantitative" 21
14492 NA "low prestige" "qualitative" 2
14493 NA "low prestige" "quantitative" 19
14494 1 "low prestige" "quantitative" 21
14495 0 "low prestige" "mixed" 21
14496 NA "low prestige" "quantitative" 3
14497 NA "low prestige" "quantitative" 21
14498 0 "low prestige" "quantitative" 2
14499 1 "high prestige" "quantitative" 19
14500 1 "low prestige" "quantitative" 26
14501 1 "high prestige" "quantitative" 27
14502 1 "low prestige" "quantitative" 20
14503 1 "low prestige" "qualitative" 16
14504 NA "low prestige" "quantitative" 19
14505 NA "low prestige" "quantitative" 7
14506 NA "low prestige" "quantitative" 19
14507 0 "low prestige" "quantitative" 3
14508 0 "low prestige" "qualitative" 21
14509 0 "low prestige" "quantitative" 7
14510 0 "low prestige" "quantitative" 20
14511 0 "low prestige" "qualitative" 20
14512 0 "low prestige" "quantitative" 19
14513 1 "low prestige" "qualitative" 2
14514 NA "low prestige" "qualitative" 8
14515 0 "low prestige" "quantitative" 21
14516 NA "low prestige" "quantitative" 24
14517 NA "low prestige" "mixed" 21
14518 0 "low prestige" "qualitative" 19
14519 1 "low prestige" "qualitative" 21
14520 0 "low prestige" "mixed" 29
14521 1 "low prestige" "quantitative" 6
14522 NA "low prestige" "quantitative" 21
14523 1 "low prestige" "quantitative" 14
14524 1 "low prestige" "qualitative" 20
14525 0 "low prestige" "quantitative" 21
14526 NA "low prestige" "quantitative" 21
14527 NA "low prestige" "quantitative" 21
14528 NA "low prestige" "qualitative" 24
14529 NA "low prestige" "quantitative" 21
14530 0 "low prestige" "quantitative" 21
14531 0 "low prestige" "qualitative" 13
14532 NA "low prestige" "qualitative" 9
14533 1 "low prestige" "quantitative" 6
14534 NA "low prestige" "mixed" 24
14535 NA "low prestige" "quantitative" 1
14536 1 "low prestige" "qualitative" 16
14537 0 "low prestige" "qualitative" 19
14538 0 "low prestige" "quantitative" 21
14539 1 "low prestige" "qualitative" 24
14540 NA "low prestige" "quantitative" 26
14541 NA "low prestige" "quantitative" 20
14542 NA "low prestige" "quantitative" 20
14543 NA "low prestige" "quantitative" 14
14544 NA "low prestige" "quantitative" 11
14545 NA "low prestige" "qualitative" 20
14546 NA "low prestige" "quantitative" 20
14547 NA "low prestige" "quantitative" 14
14548 1 "low prestige" "qualitative" 24
14549 1 "low prestige" "quantitative" 6
14550 NA "low prestige" "quantitative" 6
14551 0 "low prestige" "quantitative" 19
14552 0 "high prestige" "quantitative" 8
14553 1 "low prestige" "quantitative" 19
14554 1 "low prestige" "qualitative" 21
14555 1 "low prestige" "quantitative" 20
14556 0 "low prestige" "quantitative" 10
14557 1 "low prestige" "qualitative" 20
14558 0 "low prestige" "mixed" 19
14559 0 "low prestige" "quantitative" 21
14560 1 "low prestige" "mixed" 16
14561 0 "low prestige" "quantitative" 19
14562 NA "low prestige" "quantitative" 19
14563 1 "low prestige" "qualitative" 4
14564 0 "low prestige" "quantitative" 19
14565 NA "low prestige" "qualitative" 9
14566 1 "low prestige" "quantitative" 10
